Order_id,Total_price,Unique_pizza_count,Total_quantity,Order_date,Unit_price,Max_pizza_size,Min_pizza_size,Unique_pizza_category_count
2584,34,2,2,2/12/2015,17,L,M,2
2585,31.25,2,2,2/12/2015,15.625,L,M,1
2586,28.75,2,2,2/12/2015,14.375,M,S,2
2587,46.2,3,3,2/12/2015,15.4,L,S,3
2588,74.5,4,4,2/12/2015,18.625,L,S,2
2589,20.25,1,1,2/12/2015,20.25,L,L,1
2590,28,2,2,2/12/2015,14,M,S,1
2591,29,2,2,2/12/2015,14.5,M,S,2
2592,12,1,1,2/12/2015,12,S,S,1
2593,53.25,4,4,2/12/2015,13.3125,M,S,3
2594,28,2,2,2/12/2015,14,M,S,1
2595,25.5,1,1,2/13/2015,25.5,XL,XL,1
2596,78.5,4,4,2/13/2015,19.625,L,M,3
2597,20.75,1,1,2/13/2015,20.75,L,L,1
2598,20.5,1,1,2/13/2015,20.5,L,L,1
2599,28.5,2,2,2/13/2015,14.25,M,S,2
2600,20.75,1,1,2/13/2015,20.75,L,L,1
2601,49,3,3,2/13/2015,16.333333333333332,L,S,2
2602,132.7,8,8,2/13/2015,16.5875,L,S,4
2603,20.75,1,1,2/13/2015,20.75,L,L,1
2604,70.75,3,4,2/13/2015,16.666666666666668,L,M,3
2605,20.25,1,1,2/13/2015,20.25,L,L,1
2606,37.5,2,2,2/13/2015,18.75,L,M,1
2607,16,1,1,2/13/2015,16,M,M,1
2608,20.75,1,1,2/13/2015,20.75,L,L,1
2609,64.25,4,4,2/13/2015,16.0625,L,S,3
2610,9.75,1,1,2/13/2015,9.75,S,S,1
2611,18.5,1,1,2/13/2015,18.5,L,L,1
2612,237.5,12,14,2/13/2015,17.083333333333332,L,S,4
2613,24,2,2,2/13/2015,12,S,S,1
2614,35.95,1,1,2/13/2015,35.95,XXL,XXL,1
2615,36.75,2,2,2/13/2015,18.375,L,M,2
2616,57.25,3,3,2/13/2015,19.083333333333332,L,M,2
2617,20.75,1,1,2/13/2015,20.75,L,L,1
2618,28.5,2,2,2/13/2015,14.25,M,S,2
2619,16,1,1,2/13/2015,16,M,M,1
2620,12,1,1,2/13/2015,12,S,S,1
2621,16,1,1,2/13/2015,16,M,M,1
2622,51.25,3,3,2/13/2015,17.083333333333332,L,S,2
2623,12,1,1,2/13/2015,12,S,S,1
2624,32.5,2,2,2/13/2015,16.25,M,M,2
2625,65.5,4,4,2/13/2015,16.375,L,S,3
2626,87.75,4,4,2/13/2015,21.9375,L,XL,3
2627,36,2,2,2/13/2015,18,L,L,2
2628,64.75,4,4,2/13/2015,16.1875,L,XL,2
2629,20.25,1,1,2/13/2015,20.25,L,L,1
2630,45.75,3,3,2/13/2015,15.25,L,S,2
2631,49,4,4,2/13/2015,12.25,M,S,3
2632,37,2,2,2/13/2015,18.5,L,M,2
2633,60.75,4,4,2/13/2015,15.1875,L,S,2
2634,30.45,2,2,2/13/2015,15.225,L,M,2
2635,15.25,1,1,2/13/2015,15.25,L,L,1
2636,14.5,1,1,2/13/2015,14.5,M,M,1
2637,20.75,1,1,2/13/2015,20.75,L,L,1
2638,54,3,3,2/13/2015,18,L,S,2
2639,29.5,2,2,2/13/2015,14.75,M,S,1
2640,20.75,1,1,2/13/2015,20.75,L,L,1
2641,62.7,4,4,2/13/2015,15.675,L,S,3
2642,16.5,1,1,2/13/2015,16.5,L,L,1
2643,31.25,2,2,2/13/2015,15.625,L,S,2
2644,47.25,3,3,2/13/2015,15.75,L,S,2
2645,33.25,2,2,2/13/2015,16.625,L,S,2
2646,12,1,1,2/13/2015,12,S,S,1
2647,76.9,4,4,2/13/2015,19.225,L,S,2
2648,37.5,3,3,2/13/2015,12.5,S,S,2
2649,43.75,3,3,2/13/2015,14.583333333333334,M,S,3
2650,65.25,4,4,2/13/2015,16.3125,L,S,3
2651,20.75,1,1,2/13/2015,20.75,L,L,1
2652,13.25,1,1,2/13/2015,13.25,M,M,1
2653,41.599999999999994,2,2,2/13/2015,20.799999999999997,L,S,2
2654,34.25,2,2,2/13/2015,17.125,L,M,2
2655,67.25,4,4,2/13/2015,16.8125,L,S,3
2656,12,1,1,2/13/2015,12,S,S,1
2657,36.75,2,2,2/13/2015,18.375,L,M,2
2658,11,1,1,2/13/2015,11,S,S,1
2659,30.7,2,2,2/13/2015,15.35,L,S,2
2660,12.75,1,1,2/13/2015,12.75,S,S,1
2661,37,2,2,2/13/2015,18.5,L,M,2
2662,41.5,2,2,2/13/2015,20.75,L,L,1
2663,32.75,2,2,2/13/2015,16.375,L,S,2
2664,32.75,2,2,2/13/2015,16.375,M,M,1
2665,16.75,1,1,2/13/2015,16.75,M,M,1
2666,37.25,2,2,2/14/2015,18.625,L,M,1
2667,20.25,1,1,2/14/2015,20.25,L,L,1
2668,28,2,2,2/14/2015,14,M,S,1
2669,20.75,1,1,2/14/2015,20.75,L,L,1
2670,78.95,4,5,2/14/2015,15.7375,L,S,2
2671,20.25,1,1,2/14/2015,20.25,L,L,1
2672,24,2,2,2/14/2015,12,S,S,2
2673,12.75,1,1,2/14/2015,12.75,S,S,1
2674,12,1,1,2/14/2015,12,S,S,1
2675,254.5,14,15,2/14/2015,17,L,S,4
2676,16,1,1,2/14/2015,16,M,M,1
2677,65.65,4,4,2/14/2015,16.4125,M,S,2
2678,20.75,1,1,2/14/2015,20.75,L,L,1
2679,20.75,1,1,2/14/2015,20.75,L,L,1
2680,16.75,1,1,2/14/2015,16.75,M,M,1
2681,20.75,1,1,2/14/2015,20.75,L,L,1
2682,20.25,1,1,2/14/2015,20.25,L,L,1
2683,26,2,2,2/14/2015,13,M,S,2
2684,16.75,1,1,2/14/2015,16.75,M,M,1
2685,23,2,2,2/14/2015,11.5,S,S,2
2686,20.5,1,1,2/14/2015,20.5,L,L,1
2687,11,1,1,2/14/2015,11,S,S,1
2688,20.75,1,1,2/14/2015,20.75,L,L,1
2689,32.75,2,2,2/14/2015,16.375,L,S,2
2690,23.75,2,2,2/14/2015,11.875,S,S,2
2691,17.95,1,1,2/14/2015,17.95,L,L,1
2692,50.5,4,4,2/14/2015,12.625,M,S,2
2693,60.75,4,4,2/14/2015,15.1875,L,S,3
2694,20.25,1,1,2/14/2015,20.25,L,L,1
2695,33.5,2,2,2/14/2015,16.75,L,S,1
2696,62.25,3,3,2/14/2015,20.75,L,XL,2
2697,62.5,4,4,2/14/2015,15.625,L,S,3
2698,33.25,2,2,2/14/2015,16.625,L,S,2
2699,67.75,4,4,2/14/2015,16.9375,L,M,3
2700,62.5,4,4,2/14/2015,15.625,L,S,2
2701,20.75,1,1,2/14/2015,20.75,L,L,1
2702,57.5,3,3,2/14/2015,19.166666666666668,L,M,3
2703,20.75,1,1,2/14/2015,20.75,L,L,1
2704,20.75,1,1,2/14/2015,20.75,L,L,1
2705,63.25,4,4,2/14/2015,15.8125,L,S,3
2706,16.75,1,1,2/14/2015,16.75,M,M,1
2707,68.5,4,4,2/14/2015,17.125,L,S,3
2708,67.7,4,4,2/14/2015,16.925,L,S,4
2709,62.45,4,4,2/14/2015,15.6125,L,S,2
2710,75.25,4,4,2/14/2015,18.8125,L,XL,3
2711,56.7,4,4,2/14/2015,14.175,L,S,3
2712,28.5,2,2,2/14/2015,14.25,M,S,2
2713,33,2,2,2/14/2015,16.5,M,M,2
2714,16.5,1,1,2/14/2015,16.5,M,M,1
2715,66.5,4,4,2/14/2015,16.625,M,XL,3
2716,50,3,3,2/14/2015,16.666666666666668,L,S,2
2717,61.75,3,3,2/14/2015,20.583333333333332,L,XL,2
2718,74,4,4,2/14/2015,18.5,L,M,3
2719,37.25,2,2,2/14/2015,18.625,L,M,2
2720,20.75,1,1,2/14/2015,20.75,L,L,1
2721,18.5,1,1,2/14/2015,18.5,L,L,1
2722,46.75,3,4,2/14/2015,12.333333333333334,M,S,2
2723,15.25,1,1,2/15/2015,15.25,L,L,1
2724,49,3,3,2/15/2015,16.333333333333332,L,S,3
2725,226.25,13,13,2/15/2015,17.403846153846153,L,S,4
2726,12,1,1,2/15/2015,12,S,S,1
2727,36.75,2,2,2/15/2015,18.375,L,M,2
2728,33,2,2,2/15/2015,16.5,M,M,2
2729,20.75,1,1,2/15/2015,20.75,L,L,1
2730,16.75,1,1,2/15/2015,16.75,M,M,1
2731,16.25,1,1,2/15/2015,16.25,M,M,1
2732,60,4,4,2/15/2015,15,L,S,3
2733,38.7,2,2,2/15/2015,19.35,L,L,2
2734,20.75,1,1,2/15/2015,20.75,L,L,1
2735,65.5,4,4,2/15/2015,16.375,L,S,3
2736,57.75,3,3,2/15/2015,19.25,L,M,2
2737,28,2,2,2/15/2015,14,M,S,2
2738,16.75,1,1,2/15/2015,16.75,M,M,1
2739,12.75,1,1,2/15/2015,12.75,S,S,1
2740,33,2,2,2/15/2015,16.5,M,M,2
2741,22.25,2,2,2/15/2015,11.125,M,S,1
2742,29.25,2,2,2/15/2015,14.625,M,S,2
2743,16,1,1,2/15/2015,16,M,M,1
2744,28.75,2,2,2/15/2015,14.375,M,S,1
2745,12.5,1,1,2/15/2015,12.5,M,M,1
2746,54,3,3,2/15/2015,18,L,S,2
2747,41,2,2,2/15/2015,20.5,L,L,2
2748,12.75,1,1,2/15/2015,12.75,S,S,1
2749,32.75,2,2,2/15/2015,16.375,L,S,2
2750,60.5,4,4,2/15/2015,15.125,L,S,3
2751,16,1,1,2/15/2015,16,M,M,1
2752,63.75,4,4,2/15/2015,15.9375,L,S,3
2753,50.45,3,3,2/15/2015,16.816666666666666,L,M,2
2754,51.65,3,3,2/15/2015,17.216666666666665,M,S,3
2755,58,3,3,2/15/2015,19.333333333333332,L,M,2
2756,33.5,2,2,2/15/2015,16.75,L,S,1
2757,12,1,1,2/15/2015,12,S,S,1
2758,33.5,2,2,2/15/2015,16.75,L,S,1
2759,50,3,3,2/15/2015,16.666666666666668,L,M,2
2760,20.25,1,1,2/15/2015,20.25,L,L,1
2761,76,4,4,2/15/2015,19,L,M,2
2762,12,1,1,2/15/2015,12,S,S,1
2763,36.25,2,2,2/15/2015,18.125,L,M,2
2764,12,1,1,2/15/2015,12,S,S,1
2765,39.25,2,2,2/15/2015,19.625,L,L,2
2766,50.95,3,3,2/15/2015,16.983333333333334,L,S,2
2767,45,3,3,2/15/2015,15,L,S,3
2768,14.5,1,1,2/15/2015,14.5,M,M,1
2769,40.75,2,2,2/15/2015,20.375,L,L,2
2770,49.25,3,3,2/15/2015,16.416666666666668,L,S,2
2771,12.5,1,1,2/15/2015,12.5,S,S,1
2772,63.5,4,4,2/15/2015,15.875,L,S,3
2773,68.5,4,4,2/15/2015,17.125,L,S,1
2774,75.75,4,4,2/15/2015,18.9375,L,M,3
2775,16,1,1,2/15/2015,16,M,M,1
2776,58.25,3,3,2/15/2015,19.416666666666668,M,XL,3
2777,12.75,1,1,2/15/2015,12.75,S,S,1
2778,12,1,1,2/16/2015,12,S,S,1
2779,33.95,2,2,2/16/2015,16.975,L,M,2
2780,20.25,1,1,2/16/2015,20.25,L,L,1
2781,170.5,10,11,2/16/2015,14.975,L,S,4
2782,16.75,1,1,2/16/2015,16.75,M,M,1
2783,33.25,2,2,2/16/2015,16.625,L,S,2
2784,50.25,3,3,2/16/2015,16.75,L,S,3
2785,16.5,1,1,2/16/2015,16.5,M,M,1
2786,154,9,9,2/16/2015,17.11111111111111,L,S,4
2787,27.25,2,2,2/16/2015,13.625,L,S,1
2788,41.25,3,3,2/16/2015,13.75,M,S,3
2789,52.25,3,3,2/16/2015,17.416666666666668,L,M,2
2790,12.75,1,1,2/16/2015,12.75,S,S,1
2791,13.25,1,1,2/16/2015,13.25,M,M,1
2792,20.25,1,1,2/16/2015,20.25,L,L,1
2793,55.45,3,3,2/16/2015,18.483333333333334,L,M,3
2794,101.25,5,5,2/16/2015,20.25,L,XL,3
2795,13.25,1,1,2/16/2015,13.25,M,M,1
2796,21,1,1,2/16/2015,21,L,L,1
2797,16,1,1,2/16/2015,16,M,M,1
2798,66,4,4,2/16/2015,16.5,L,S,3
2799,10.5,1,1,2/16/2015,10.5,S,S,1
2800,33.25,2,2,2/16/2015,16.625,M,M,2
2801,22.5,2,2,2/16/2015,11.25,S,S,2
2802,30,2,2,2/16/2015,15,M,M,2
2803,23.5,2,2,2/16/2015,11.75,S,S,2
2804,28.75,2,2,2/16/2015,14.375,M,S,2
2805,46.45,3,3,2/16/2015,15.483333333333334,L,S,2
2806,12.5,1,1,2/16/2015,12.5,M,M,1
2807,31.25,2,2,2/16/2015,15.625,L,S,2
2808,44.5,3,3,2/16/2015,14.833333333333334,L,S,3
2809,16.75,1,1,2/16/2015,16.75,M,M,1
2810,39,2,2,2/16/2015,19.5,L,L,2
2811,57.25,4,4,2/16/2015,14.3125,L,S,3
2812,57.5,3,3,2/16/2015,19.166666666666668,L,M,3
2813,89.2,4,4,2/16/2015,22.3,L,XXL,3
2814,20.75,1,1,2/16/2015,20.75,L,L,1
2815,53.25,3,3,2/16/2015,17.75,L,S,2
2816,32.75,2,2,2/16/2015,16.375,L,S,2
2817,28.5,2,2,2/16/2015,14.25,M,S,2
2818,45,3,3,2/16/2015,15,L,S,2
2819,33.25,2,2,2/16/2015,16.625,L,M,2
2820,20.5,1,1,2/16/2015,20.5,L,L,1
2821,20.75,1,1,2/16/2015,20.75,L,L,1
2822,9.75,1,1,2/16/2015,9.75,S,S,1
2823,36.75,2,2,2/16/2015,18.375,L,M,2
2824,76.5,4,4,2/16/2015,19.125,L,M,4
2825,63.5,4,4,2/16/2015,15.875,L,S,3
2826,37.25,2,2,2/16/2015,18.625,L,L,2
2827,29,2,2,2/17/2015,14.5,M,M,2
2828,20.25,1,1,2/17/2015,20.25,L,L,1
2829,46.25,3,3,2/17/2015,15.416666666666666,L,S,2
2830,16.75,1,1,2/17/2015,16.75,M,M,1
2831,74,4,4,2/17/2015,18.5,L,M,2
2832,20.75,1,1,2/17/2015,20.75,L,L,1
2833,12,1,1,2/17/2015,12,S,S,1
2834,20.75,1,1,2/17/2015,20.75,L,L,1
2835,12,1,1,2/17/2015,12,S,S,1
2836,16,1,1,2/17/2015,16,M,M,1
2837,12.25,1,1,2/17/2015,12.25,S,S,1
2838,20.5,1,1,2/17/2015,20.5,L,L,1
2839,20.75,1,1,2/17/2015,20.75,L,L,1
2840,10.5,1,1,2/17/2015,10.5,S,S,1
2841,49,3,3,2/17/2015,16.333333333333332,L,S,3
2842,16.5,1,1,2/17/2015,16.5,M,M,1
2843,74.5,4,4,2/17/2015,18.625,L,M,3
2844,36.75,2,2,2/17/2015,18.375,L,M,2
2845,16,1,1,2/17/2015,16,M,M,1
2846,48.75,3,3,2/17/2015,16.25,L,S,2
2847,77.5,5,5,2/17/2015,15.5,L,S,3
2848,58,2,3,2/17/2015,18.625,L,M,2
2849,62.75,4,4,2/17/2015,15.6875,L,S,2
2850,20.75,1,1,2/17/2015,20.75,L,L,1
2851,144.75,9,9,2/17/2015,16.083333333333332,L,S,4
2852,30.45,2,2,2/17/2015,15.225,L,M,2
2853,16.5,1,1,2/17/2015,16.5,M,M,1
2854,52.5,4,4,2/17/2015,13.125,M,S,2
2855,69.75,4,4,2/17/2015,17.4375,L,S,3
2856,29.25,2,2,2/17/2015,14.625,M,S,2
2857,12.5,1,1,2/17/2015,12.5,S,S,1
2858,37.5,2,2,2/17/2015,18.75,L,M,2
2859,54.25,3,3,2/17/2015,18.083333333333332,M,XL,2
2860,16.75,1,1,2/17/2015,16.75,M,M,1
2861,12,1,1,2/17/2015,12,S,S,1
2862,12.75,1,1,2/17/2015,12.75,S,S,1
2863,16,1,1,2/17/2015,16,M,M,1
2864,28.75,2,2,2/17/2015,14.375,M,S,2
2865,16,1,1,2/17/2015,16,M,M,1
2866,27,2,2,2/17/2015,13.5,L,S,1
2867,29.5,2,2,2/17/2015,14.75,M,S,1
2868,12.5,1,1,2/17/2015,12.5,S,S,1
2869,16.5,1,1,2/17/2015,16.5,M,M,1
2870,32.5,2,2,2/17/2015,16.25,L,M,1
2871,49.25,3,3,2/17/2015,16.416666666666668,L,M,2
2872,20.75,1,1,2/17/2015,20.75,L,L,1
2873,20.75,1,1,2/17/2015,20.75,L,L,1
2874,23,2,2,2/17/2015,11.5,M,S,1
2875,28.25,2,2,2/17/2015,14.125,M,S,2
2876,80.75,4,4,2/17/2015,20.1875,L,XL,3
2877,22.5,2,2,2/17/2015,11.25,S,S,2
2878,46.95,3,3,2/17/2015,15.65,L,M,3
2879,70.25,4,4,2/17/2015,17.5625,L,S,2
2880,20.5,1,1,2/17/2015,20.5,L,L,1
2881,54,3,3,2/17/2015,18,L,M,2
2882,39.25,3,3,2/17/2015,13.083333333333334,M,S,3
2883,53.75,3,3,2/17/2015,17.916666666666668,L,M,3
2884,32.5,2,2,2/17/2015,16.25,L,M,1
2885,37.25,2,2,2/17/2015,18.625,L,M,2
2886,20.75,1,1,2/17/2015,20.75,L,L,1
2887,41.5,2,2,2/17/2015,20.75,L,L,1
2888,17.95,1,1,2/18/2015,17.95,L,L,1
2889,107,5,6,2/18/2015,18.2,L,M,2
2890,12,1,1,2/18/2015,12,S,S,1
2891,12.75,1,1,2/18/2015,12.75,S,S,1
2892,70,4,4,2/18/2015,17.5,L,S,3
2893,28.75,2,2,2/18/2015,14.375,M,S,2
2894,12,1,1,2/18/2015,12,S,S,1
2895,192.2,12,13,2/18/2015,14.954166666666666,L,S,4
2896,16,1,1,2/18/2015,16,M,M,1
2897,39,3,3,2/18/2015,13,M,S,3
2898,12.5,1,1,2/18/2015,12.5,S,S,1
2899,20.75,1,1,2/18/2015,20.75,L,L,1
2900,23.65,1,1,2/18/2015,23.65,S,S,1
2901,16.5,1,1,2/18/2015,16.5,M,M,1
2902,109.5,6,6,2/18/2015,18.25,L,M,4
2903,16.5,1,1,2/18/2015,16.5,M,M,1
2904,16.5,1,1,2/18/2015,16.5,L,L,1
2905,60.75,4,4,2/18/2015,15.1875,L,S,4
2906,28.5,2,2,2/18/2015,14.25,M,S,2
2907,72.25,4,4,2/18/2015,18.0625,L,M,2
2908,12,1,1,2/18/2015,12,S,S,1
2909,27.5,2,2,2/18/2015,13.75,M,S,2
2910,60.75,4,4,2/18/2015,15.1875,L,S,2
2911,23.65,1,1,2/18/2015,23.65,S,S,1
2912,69.5,4,4,2/18/2015,17.375,L,S,3
2913,16.5,1,1,2/18/2015,16.5,M,M,1
2914,32.75,2,2,2/18/2015,16.375,L,S,2
2915,23,2,2,2/18/2015,11.5,S,S,1
2916,47,3,3,2/18/2015,15.666666666666666,L,S,2
2917,40.5,2,2,2/18/2015,20.25,L,L,1
2918,37.5,2,2,2/18/2015,18.75,L,M,1
2919,61.5,4,4,2/18/2015,15.375,L,S,2
2920,28.5,2,2,2/18/2015,14.25,L,S,2
2921,75.65,4,4,2/18/2015,18.9125,L,S,3
2922,45.75,2,3,2/18/2015,14.625,M,S,2
2923,16,1,1,2/18/2015,16,M,M,1
2924,75.75,4,4,2/18/2015,18.9375,L,XL,3
2925,62.5,3,3,2/18/2015,20.833333333333332,L,XL,2
2926,32.75,2,2,2/18/2015,16.375,M,M,2
2927,37.5,2,2,2/18/2015,18.75,L,M,1
2928,20.75,1,1,2/18/2015,20.75,L,L,1
2929,12.5,1,1,2/18/2015,12.5,S,S,1
2930,65.75,4,4,2/18/2015,16.4375,L,S,3
2931,48.75,3,3,2/18/2015,16.25,L,S,3
2932,57.5,4,4,2/18/2015,14.375,M,S,2
2933,66.25,4,4,2/18/2015,16.5625,L,S,3
2934,48,3,3,2/18/2015,16,L,S,3
2935,28.25,2,2,2/18/2015,14.125,M,S,2
2936,68.75,4,4,2/18/2015,17.1875,L,S,3
2937,20.75,1,1,2/18/2015,20.75,L,L,1
2938,45.25,3,3,2/18/2015,15.083333333333334,M,S,3
2939,29.25,2,2,2/18/2015,14.625,M,S,2
2940,18.5,1,1,2/18/2015,18.5,L,L,1
2941,59.5,4,4,2/18/2015,14.875,L,S,2
2942,55.75,4,4,2/18/2015,13.9375,L,S,2
2943,62.75,4,4,2/18/2015,15.6875,L,M,3
2944,39,3,3,2/18/2015,13,M,S,2
2945,44.5,3,3,2/18/2015,14.833333333333334,L,S,2
2946,20.75,1,1,2/18/2015,20.75,L,L,1
2947,54,3,3,2/18/2015,18,L,M,2
2948,64.75,4,4,2/18/2015,16.1875,L,M,2
2949,11,1,1,2/19/2015,11,S,S,1
2950,42.75,3,3,2/19/2015,14.25,M,S,2
2951,55.25,3,3,2/19/2015,18.416666666666668,L,M,2
2952,29,2,2,2/19/2015,14.5,M,S,2
2953,36.75,2,2,2/19/2015,18.375,L,M,2
2954,16,1,1,2/19/2015,16,M,M,1
2955,18.5,1,1,2/19/2015,18.5,L,L,1
2956,79.7,4,4,2/19/2015,19.925,L,L,2
2957,39.25,2,2,2/19/2015,19.625,L,L,2
2958,58.5,4,4,2/19/2015,14.625,L,S,3
2959,13.25,1,1,2/19/2015,13.25,M,M,1
2960,45.25,3,3,2/19/2015,15.083333333333334,M,S,2
2961,194.25,11,12,2/19/2015,16.522727272727273,L,S,4
2962,20.75,1,1,2/19/2015,20.75,L,L,1
2963,57.5,4,4,2/19/2015,14.375,L,S,3
2964,37.25,2,2,2/19/2015,18.625,L,M,2
2965,20.5,1,1,2/19/2015,20.5,L,L,1
2966,17.95,1,1,2/19/2015,17.95,L,L,1
2967,97.4,5,5,2/19/2015,19.48,L,S,3
2968,32.25,2,2,2/19/2015,16.125,L,S,2
2969,16.75,1,1,2/19/2015,16.75,M,M,1
2970,20.75,1,1,2/19/2015,20.75,L,L,1
2971,16.75,1,1,2/19/2015,16.75,M,M,1
2972,16.75,1,1,2/19/2015,16.75,M,M,1
2973,16,1,1,2/19/2015,16,M,M,1
2974,12.75,1,1,2/19/2015,12.75,S,S,1
2975,28.5,2,2,2/19/2015,14.25,M,S,2
2976,37,3,3,2/19/2015,12.333333333333334,M,S,2
2977,9.75,1,1,2/19/2015,9.75,S,S,1
2978,37.25,2,2,2/19/2015,18.625,L,M,1
2979,33.25,2,2,2/19/2015,16.625,L,M,2
2980,48,3,3,2/19/2015,16,M,M,2
2981,12.75,1,1,2/19/2015,12.75,S,S,1
2982,16.75,1,1,2/19/2015,16.75,M,M,1
2983,20.25,1,1,2/19/2015,20.25,L,L,1
2984,36.75,2,2,2/19/2015,18.375,L,L,2
2985,24.5,2,2,2/19/2015,12.25,S,S,2
2986,36.75,2,2,2/19/2015,18.375,L,M,2
2987,59.5,4,4,2/19/2015,14.875,L,S,4
2988,24,2,2,2/19/2015,12,S,S,2
2989,53,3,3,2/19/2015,17.666666666666668,L,S,2
2990,20.75,1,1,2/19/2015,20.75,L,L,1
2991,16.75,1,1,2/19/2015,16.75,M,M,1
2992,20.75,1,1,2/19/2015,20.75,L,L,1
2993,37.5,2,2,2/19/2015,18.75,L,L,2
2994,33.25,2,2,2/19/2015,16.625,L,S,2
2995,12,1,1,2/19/2015,12,S,S,1
2996,16,1,1,2/19/2015,16,M,M,1
2997,34.5,2,2,2/19/2015,17.25,L,M,2
2998,54,4,4,2/19/2015,13.5,M,S,3
2999,57,3,3,2/19/2015,19,L,M,2
3000,33.25,2,2,2/19/2015,16.625,L,S,2
3001,70.25,4,4,2/19/2015,17.5625,L,S,3
3002,73.95,4,4,2/19/2015,18.4875,L,M,4
3003,29.25,2,2,2/19/2015,14.625,M,S,2
3004,20.25,1,1,2/19/2015,20.25,L,L,1
3005,20.25,1,1,2/20/2015,20.25,L,L,1
3006,60.25,4,4,2/20/2015,15.0625,L,S,4
3007,16.75,1,1,2/20/2015,16.75,M,M,1
3008,20.75,1,1,2/20/2015,20.75,L,L,1
3009,53.5,3,3,2/20/2015,17.833333333333332,L,S,2
3010,57.65,3,3,2/20/2015,19.216666666666665,L,S,3
3011,16.5,1,1,2/20/2015,16.5,M,M,1
3012,74.75,4,5,2/20/2015,15.5,L,S,3
3013,20.75,1,1,2/20/2015,20.75,L,L,1
3014,74.25,4,5,2/20/2015,15.4375,L,S,3
3015,16.75,1,1,2/20/2015,16.75,M,M,1
3016,28.5,2,2,2/20/2015,14.25,M,M,2
3017,18.5,1,1,2/20/2015,18.5,L,L,1
3018,133.25,7,7,2/20/2015,19.035714285714285,L,M,4
3019,12.75,1,1,2/20/2015,12.75,S,S,1
3020,12.5,1,1,2/20/2015,12.5,S,S,1
3021,20.75,1,1,2/20/2015,20.75,L,L,1
3022,61.75,4,4,2/20/2015,15.4375,M,S,3
3023,28.75,2,2,2/20/2015,14.375,M,S,1
3024,12.75,1,1,2/20/2015,12.75,S,S,1
3025,12,1,1,2/20/2015,12,S,S,1
3026,67.25,4,4,2/20/2015,16.8125,M,XL,4
3027,74,4,4,2/20/2015,18.5,L,S,4
3028,20.25,1,1,2/20/2015,20.25,L,L,1
3029,61.25,4,4,2/20/2015,15.3125,L,S,4
3030,69.5,4,4,2/20/2015,17.375,L,S,3
3031,42.25,3,3,2/20/2015,14.083333333333334,M,S,1
3032,61.75,4,4,2/20/2015,15.4375,L,S,1
3033,12,1,1,2/20/2015,12,S,S,1
3034,55.25,3,3,2/20/2015,18.416666666666668,L,M,3
3035,32.25,2,2,2/20/2015,16.125,L,S,2
3036,33,2,2,2/20/2015,16.5,M,M,2
3037,34,2,2,2/20/2015,17,L,M,2
3038,36,2,2,2/20/2015,18,L,L,2
3039,28,2,2,2/20/2015,14,M,S,2
3040,30.5,2,2,2/20/2015,15.25,M,M,1
3041,74.75,4,4,2/20/2015,18.6875,L,M,3
3042,69.5,4,4,2/20/2015,17.375,L,S,4
3043,37.25,2,2,2/20/2015,18.625,L,L,2
3044,16.75,1,1,2/20/2015,16.75,M,M,1
3045,28,2,2,2/20/2015,14,L,S,2
3046,16,1,1,2/20/2015,16,M,M,1
3047,61.75,4,4,2/20/2015,15.4375,L,S,3
3048,49.5,3,3,2/20/2015,16.5,L,M,2
3049,12.5,1,1,2/20/2015,12.5,S,S,1
3050,78.75,3,4,2/20/2015,19.333333333333332,L,M,2
3051,30,2,2,2/20/2015,15,L,S,2
3052,12,1,1,2/20/2015,12,S,S,1
3053,78.4,4,4,2/20/2015,19.6,L,S,2
3054,24.75,2,2,2/20/2015,12.375,S,S,2
3055,72.5,3,4,2/20/2015,17.416666666666668,L,M,2
3056,25,1,2,2/20/2015,12.5,S,S,1
3057,12.75,1,1,2/20/2015,12.75,S,S,1
3058,43.75,3,3,2/20/2015,14.583333333333334,L,S,3
3059,28.75,2,2,2/20/2015,14.375,M,S,2
3060,32,2,2,2/20/2015,16,L,M,2
3061,28.75,2,2,2/20/2015,14.375,M,S,2
3062,12.5,1,1,2/20/2015,12.5,S,S,1
3063,50.2,3,3,2/20/2015,16.733333333333334,L,S,1
3064,41.5,1,2,2/20/2015,20.75,L,L,1
3065,54,3,3,2/20/2015,18,L,S,2
3066,27.75,2,2,2/20/2015,13.875,M,S,2
3067,74.25,4,4,2/20/2015,18.5625,L,M,3
3068,16,1,1,2/20/2015,16,M,M,1
3069,30.25,2,2,2/20/2015,15.125,L,S,1
3070,12.5,1,1,2/20/2015,12.5,M,M,1
3071,67,4,4,2/20/2015,16.75,L,S,2
3072,65.25,4,4,2/20/2015,16.3125,L,S,3
3073,17.95,1,1,2/20/2015,17.95,L,L,1
3074,41.5,2,2,2/20/2015,20.75,L,L,1
3075,44.75,3,3,2/20/2015,14.916666666666666,M,S,2
3076,50.7,3,3,2/20/2015,16.900000000000002,L,S,3
3077,20.75,1,1,2/20/2015,20.75,L,L,1
3078,12,1,1,2/21/2015,12,S,S,1
3079,12,1,1,2/21/2015,12,S,S,1
3080,59,4,4,2/21/2015,14.75,L,S,2
3081,20.5,1,1,2/21/2015,20.5,L,L,1
3082,142,9,9,2/21/2015,15.777777777777779,L,S,4
3083,69.15,3,4,2/21/2015,17.066666666666666,L,M,1
